nomor_struk,tgl_transaksi,kode_produk,nama_produk,jumlah_terjual,harga,total_nilai
INV-00003598,13-02-2025,MSKMED,Masker Medis (1 Box),3,52500,157500
INV-00003598,13-02-2025,SNKKPT,Snack Keripik Kentang,3,20500,61500
INV-00003598,13-02-2025,GRMDAP,Garam Dapur (3 Pack),4,10500,42000
INV-00003598,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003599,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003599,13-02-2025,TPTRG1,Tepung Terigu 1kg,3,10500,31500
INV-00003599,13-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00003599,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003599,13-02-2025,TISWJH,Tisu Wajah Pack Ganda,1,32500,32500
INV-00003599,13-02-2025,SPONCP,Spons Cuci Piring,3,26500,79500
INV-00003599,13-02-2025,GRMDAP,Garam Dapur (3 Pack),2,10500,21000
INV-00003599,13-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00003600,13-02-2025,GRMDAP,Garam Dapur (3 Pack),1,10500,10500
INV-00003600,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003600,13-02-2025,SCC15L,Sabun Cuci Cair 1.5L,4,35000,140000
INV-00003600,13-02-2025,KCPMNB,Kecap Manis Botol Besar,2,31500,63000
INV-00003600,13-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00003601,13-02-2025,STRIKA,Setrika Listrik Standar,2,99500,199000
INV-00003601,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003601,13-02-2025,SNKKPT,Snack Keripik Kentang,2,20500,41000
INV-00003601,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003602,13-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00003602,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003602,13-02-2025,CLglass,Pembersih Kaca Cair,1,27500,27500
INV-00003602,13-02-2025,SPONCP,Spons Cuci Piring,2,26500,53000
INV-00003602,13-02-2025,LED15W,Lampu LED Rumah 15W,1,63000,63000
INV-00003602,13-02-2025,KBLCHG,Kabel Data Fast Charge,5,59000,295000
INV-00003602,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003602,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003602,13-02-2025,MARGRN,Margarin Serbaguna,5,18000,90000
INV-00003603,13-02-2025,SCC15L,Sabun Cuci Cair 1.5L,4,35000,140000
INV-00003603,13-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00003603,13-02-2025,TISWJH,Tisu Wajah Pack Ganda,5,32500,162500
INV-00003603,13-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,1,58500,58500
INV-00003603,13-02-2025,LED15W,Lampu LED Rumah 15W,2,63000,126000
INV-00003603,13-02-2025,KBLCHG,Kabel Data Fast Charge,7,59000,413000
INV-00003603,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003603,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003603,13-02-2025,SPONCP,Spons Cuci Piring,3,26500,79500
INV-00003604,13-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00003604,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003604,13-02-2025,DISF1L,Cairan Disinfektan 1L,4,60500,242000
INV-00003605,13-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00003605,13-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00003605,13-02-2025,GRMDAP,Garam Dapur (3 Pack),5,10500,52500
INV-00003605,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003605,13-02-2025,LED15W,Lampu LED Rumah 15W,5,63000,315000
INV-00003605,13-02-2025,KSETAS,Keset Kaki Anti-Slip,3,70000,210000
INV-00003605,13-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00003605,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003606,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003606,13-02-2025,MSWRLS,Mouse Wireless,4,75000,300000
INV-00003606,13-02-2025,MSKMED,Masker Medis (1 Box),2,52500,105000
INV-00003606,13-02-2025,PMTPAK,Pemutih Pakaian 1L,1,31000,31000
INV-00003606,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003606,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003606,13-02-2025,PYGLPT,Payung Lipat Standar,4,40000,160000
INV-00003606,13-02-2025,WDHMA K,Wadah Penyimpanan Makanan,2,78000,156000
INV-00003607,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003607,13-02-2025,LED15W,Lampu LED Rumah 15W,4,63000,252000
INV-00003607,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003607,13-02-2025,PYGLPT,Payung Lipat Standar,2,40000,80000
INV-00003607,13-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00003607,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003607,13-02-2025,PMTPAK,Pemutih Pakaian 1L,3,31000,93000
INV-00003607,13-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00003608,13-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00003609,13-02-2025,MIEIN5,Mi Instan (Isi 5),2,19000,38000
INV-00003609,13-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00003609,13-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00003609,13-02-2025,KOSPLN,Kaos Polos Katun,2,53500,107000
INV-00003609,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003609,13-02-2025,PMTPAK,Pemutih Pakaian 1L,3,31000,93000
INV-00003610,13-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00003610,13-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00003610,13-02-2025,KSETAS,Keset Kaki Anti-Slip,4,70000,280000
INV-00003610,13-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00003610,13-02-2025,TISWJH,Tisu Wajah Pack Ganda,2,32500,65000
INV-00003611,13-02-2025,GRMDAP,Garam Dapur (3 Pack),2,10500,21000
INV-00003611,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003611,13-02-2025,SCC15L,Sabun Cuci Cair 1.5L,4,35000,140000
INV-00003611,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003612,13-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00003612,13-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00003612,13-02-2025,SNKKPT,Snack Keripik Kentang,3,20500,61500
INV-00003612,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003612,13-02-2025,BATAA4,Baterai AA (Isi 4),6,15500,93000
INV-00003612,13-02-2025,VITC30,Vitamin C (Botol Isi 30),3,58000,174000
INV-00003612,13-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00003613,13-02-2025,MSKMED,Masker Medis (1 Box),1,52500,52500
INV-00003613,13-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00003613,13-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00003613,13-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00003614,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003614,13-02-2025,KOSPLN,Kaos Polos Katun,1,53500,53500
INV-00003614,13-02-2025,HNDKMD,Handuk Mandi Sedang,3,42000,126000
INV-00003614,13-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00003614,13-02-2025,KBLCHG,Kabel Data Fast Charge,2,59000,118000
INV-00003614,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003614,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003615,13-02-2025,BATAA4,Baterai AA (Isi 4),5,15500,77500
INV-00003615,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003615,13-02-2025,TISWJH,Tisu Wajah Pack Ganda,1,32500,32500
INV-00003615,13-02-2025,MIEIN5,Mi Instan (Isi 5),5,19000,95000
INV-00003616,13-02-2025,PSUDAP,Pisau Dapur Stainless,3,55000,165000
INV-00003616,13-02-2025,LED15W,Lampu LED Rumah 15W,1,63000,63000
INV-00003617,13-02-2025,GRMDAP,Garam Dapur (3 Pack),6,10500,63000
INV-00003617,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003617,13-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00003617,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003617,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003617,13-02-2025,MARGRN,Margarin Serbaguna,3,18000,54000
INV-00003617,13-02-2025,DISF1L,Cairan Disinfektan 1L,5,60500,302500
INV-00003618,13-02-2025,MSKMED,Masker Medis (1 Box),3,52500,157500
INV-00003618,13-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00003618,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003618,13-02-2025,SNKKPT,Snack Keripik Kentang,1,20500,20500
INV-00003618,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003618,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003619,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003620,13-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00003621,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003621,13-02-2025,PANTEF,Panci Teflon Kecil,2,81500,163000
INV-00003621,13-02-2025,GRMDAP,Garam Dapur (3 Pack),6,10500,63000
INV-00003621,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003621,13-02-2025,STRIKA,Setrika Listrik Standar,1,99500,99500
INV-00003622,13-02-2025,SCC15L,Sabun Cuci Cair 1.5L,2,35000,70000
INV-00003622,13-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00003622,13-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,1,58500,58500
INV-00003623,13-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00003623,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003623,13-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00003623,13-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00003623,13-02-2025,PANTEF,Panci Teflon Kecil,2,81500,163000
INV-00003623,13-02-2025,BATAA4,Baterai AA (Isi 4),4,15500,62000
INV-00003623,13-02-2025,KBLCHG,Kabel Data Fast Charge,1,59000,59000
INV-00003623,13-02-2025,TPTRG1,Tepung Terigu 1kg,3,10500,31500
INV-00003623,13-02-2025,CPDSNT,Celana Pendek Santai,2,67000,134000
INV-00003623,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003624,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003624,13-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00003624,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003624,13-02-2025,PYGLPT,Payung Lipat Standar,5,40000,200000
INV-00003624,13-02-2025,GRMDAP,Garam Dapur (3 Pack),5,10500,52500
INV-00003624,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00003624,13-02-2025,PMTPAK,Pemutih Pakaian 1L,1,31000,31000
INV-00003625,13-02-2025,DISF1L,Cairan Disinfektan 1L,1,60500,60500
INV-00003625,13-02-2025,TRMS50,Termos Air Panas 500ml,1,81000,81000
INV-00003625,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00003625,13-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00003625,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003625,13-02-2025,BATAA4,Baterai AA (Isi 4),1,15500,15500
INV-00003625,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003625,13-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00003626,13-02-2025,SPONCP,Spons Cuci Piring,3,26500,79500
INV-00003626,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003626,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003626,13-02-2025,ALMAKS,Set Alat Makan Stainless,2,64500,129000
INV-00003626,13-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00003626,13-02-2025,CPDSNT,Celana Pendek Santai,2,67000,134000
INV-00003626,13-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00003627,13-02-2025,BATAA4,Baterai AA (Isi 4),5,15500,77500
INV-00003627,13-02-2025,KCPMNB,Kecap Manis Botol Besar,3,31500,94500
INV-00003627,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003627,13-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00003627,13-02-2025,LED15W,Lampu LED Rumah 15W,2,63000,126000
INV-00003627,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003627,13-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,2,58500,117000
INV-00003627,13-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00003627,13-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00003627,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003628,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003628,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003628,13-02-2025,KBLCHG,Kabel Data Fast Charge,6,59000,354000
INV-00003628,13-02-2025,TPTRG1,Tepung Terigu 1kg,4,10500,42000
INV-00003629,13-02-2025,PMTPAK,Pemutih Pakaian 1L,2,31000,62000
INV-00003629,13-02-2025,SNKKPT,Snack Keripik Kentang,3,20500,61500
INV-00003629,13-02-2025,SPKBT,Speaker Bluetooth Portabel,4,98500,394000
INV-00003629,13-02-2025,GRMDAP,Garam Dapur (3 Pack),2,10500,21000
INV-00003629,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003629,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003630,13-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00003630,13-02-2025,SPONCP,Spons Cuci Piring,3,26500,79500
INV-00003630,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003630,13-02-2025,MSKMED,Masker Medis (1 Box),1,52500,52500
INV-00003631,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003632,13-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00003633,13-02-2025,SPKBT,Speaker Bluetooth Portabel,4,98500,394000
INV-00003633,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003633,13-02-2025,RAKP3S,Rak Plastik Susun 3,3,79500,238500
INV-00003633,13-02-2025,PANTEF,Panci Teflon Kecil,1,81500,81500
INV-00003633,13-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00003633,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003633,13-02-2025,DISF1L,Cairan Disinfektan 1L,1,60500,60500
INV-00003633,13-02-2025,BATAA4,Baterai AA (Isi 4),3,15500,46500
INV-00003634,13-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00003635,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003635,13-02-2025,MSKMED,Masker Medis (1 Box),1,52500,52500
INV-00003635,13-02-2025,SLCOKA,Selai Coklat Kacang,2,58500,117000
INV-00003635,13-02-2025,KCPMNB,Kecap Manis Botol Besar,1,31500,31500
INV-00003636,13-02-2025,KCPMNB,Kecap Manis Botol Besar,3,31500,94500
INV-00003636,13-02-2025,SCC15L,Sabun Cuci Cair 1.5L,1,35000,35000
INV-00003636,13-02-2025,TISWJH,Tisu Wajah Pack Ganda,4,32500,130000
INV-00003637,13-02-2025,WDHMA K,Wadah Penyimpanan Makanan,3,78000,234000
INV-00003637,13-02-2025,PYGLPT,Payung Lipat Standar,4,40000,160000
INV-00003637,13-02-2025,GRMDAP,Garam Dapur (3 Pack),5,10500,52500
INV-00003638,13-02-2025,HDPCON,Headphone Kabel Standar,6,97500,585000
INV-00003638,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003638,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003638,13-02-2025,DISF1L,Cairan Disinfektan 1L,4,60500,242000
INV-00003638,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003639,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003639,13-02-2025,BANTAL,Bantal Tidur Silikon,3,66500,199500
INV-00003639,13-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00003640,13-02-2025,HNDKMD,Handuk Mandi Sedang,3,42000,126000
INV-00003640,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003640,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003640,13-02-2025,LED15W,Lampu LED Rumah 15W,5,63000,315000
INV-00003640,13-02-2025,BATAA4,Baterai AA (Isi 4),2,15500,31000
INV-00003640,13-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00003640,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003640,13-02-2025,SUFORA,Susu Formula Anak (Box),2,57000,114000
INV-00003640,13-02-2025,MARGRN,Margarin Serbaguna,2,18000,36000
INV-00003640,13-02-2025,SCC15L,Sabun Cuci Cair 1.5L,5,35000,175000
INV-00003641,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003642,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003642,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003642,13-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00003642,13-02-2025,PMTPAK,Pemutih Pakaian 1L,2,31000,62000
INV-00003643,13-02-2025,PMTPAK,Pemutih Pakaian 1L,3,31000,93000
INV-00003643,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003643,13-02-2025,SPKBT,Speaker Bluetooth Portabel,5,98500,492500
INV-00003643,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003643,13-02-2025,TISWJH,Tisu Wajah Pack Ganda,5,32500,162500
INV-00003644,13-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00003644,13-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00003644,13-02-2025,BANTAL,Bantal Tidur Silikon,4,66500,266000
INV-00003644,13-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00003644,13-02-2025,PWBNK5,Powerbank 5000mAh,3,97500,292500
INV-00003644,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003645,13-02-2025,SPONCP,Spons Cuci Piring,1,26500,26500
INV-00003645,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003645,13-02-2025,GRMDAP,Garam Dapur (3 Pack),2,10500,21000
INV-00003645,13-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00003645,13-02-2025,SNKKPT,Snack Keripik Kentang,2,20500,41000
INV-00003645,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003645,13-02-2025,RAKP3S,Rak Plastik Susun 3,7,79500,556500
INV-00003645,13-02-2025,SCC15L,Sabun Cuci Cair 1.5L,3,35000,105000
INV-00003645,13-02-2025,CPDSNT,Celana Pendek Santai,1,67000,67000
INV-00003645,13-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00003646,13-02-2025,TLR05K,Telur Ayam (Setengah Kg),4,16500,66000
INV-00003646,13-02-2025,DISF1L,Cairan Disinfektan 1L,2,60500,121000
INV-00003646,13-02-2025,SLCOKA,Selai Coklat Kacang,1,58500,58500
INV-00003646,13-02-2025,GRMDAP,Garam Dapur (3 Pack),5,10500,52500
INV-00003646,13-02-2025,LED15W,Lampu LED Rumah 15W,1,63000,63000
INV-00003646,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003646,13-02-2025,SNKKPT,Snack Keripik Kentang,2,20500,41000
INV-00003646,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003646,13-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00003646,13-02-2025,ALMAKS,Set Alat Makan Stainless,3,64500,193500
INV-00003647,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003647,13-02-2025,GRMDAP,Garam Dapur (3 Pack),4,10500,42000
INV-00003647,13-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00003648,13-02-2025,TPTRG1,Tepung Terigu 1kg,7,10500,73500
INV-00003648,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003648,13-02-2025,TISWJH,Tisu Wajah Pack Ganda,5,32500,162500
INV-00003648,13-02-2025,KBLCHG,Kabel Data Fast Charge,1,59000,59000
INV-00003649,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003649,13-02-2025,SPONCP,Spons Cuci Piring,3,26500,79500
INV-00003649,13-02-2025,SNKKPT,Snack Keripik Kentang,2,20500,41000
INV-00003649,13-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00003649,13-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00003650,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003651,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003651,13-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00003651,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003651,13-02-2025,GRMDAP,Garam Dapur (3 Pack),1,10500,10500
INV-00003651,13-02-2025,KCPMNB,Kecap Manis Botol Besar,2,31500,63000
INV-00003651,13-02-2025,MSKMED,Masker Medis (1 Box),2,52500,105000
INV-00003651,13-02-2025,TPTRG1,Tepung Terigu 1kg,3,10500,31500
INV-00003651,13-02-2025,TLR05K,Telur Ayam (Setengah Kg),3,16500,49500
INV-00003651,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003652,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00003652,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003652,13-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00003652,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003652,13-02-2025,BATAA4,Baterai AA (Isi 4),5,15500,77500
INV-00003652,13-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00003652,13-02-2025,STRIKA,Setrika Listrik Standar,1,99500,99500
INV-00003652,13-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00003652,13-02-2025,PMTPAK,Pemutih Pakaian 1L,2,31000,62000
INV-00003652,13-02-2025,MARGRN,Margarin Serbaguna,7,18000,126000
INV-00003653,13-02-2025,TPTRG1,Tepung Terigu 1kg,1,10500,10500
INV-00003653,13-02-2025,MARGRN,Margarin Serbaguna,1,18000,18000
INV-00003653,13-02-2025,DISF1L,Cairan Disinfektan 1L,2,60500,121000
INV-00003653,13-02-2025,MSWRLS,Mouse Wireless,3,75000,225000
INV-00003653,13-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00003653,13-02-2025,LED15W,Lampu LED Rumah 15W,1,63000,63000
INV-00003653,13-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00003653,13-02-2025,KBLCHG,Kabel Data Fast Charge,3,59000,177000
INV-00003653,13-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00003653,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003654,13-02-2025,SPONCP,Spons Cuci Piring,4,26500,106000
INV-00003654,13-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00003654,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003654,13-02-2025,TISWJH,Tisu Wajah Pack Ganda,1,32500,32500
INV-00003654,13-02-2025,TPTRG1,Tepung Terigu 1kg,2,10500,21000
INV-00003654,13-02-2025,MARGRN,Margarin Serbaguna,2,18000,36000
INV-00003654,13-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00003654,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003655,13-02-2025,MSWRLS,Mouse Wireless,3,75000,225000
INV-00003655,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003655,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00003655,13-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00003655,13-02-2025,TISWJH,Tisu Wajah Pack Ganda,2,32500,65000
INV-00003655,13-02-2025,PMTPAK,Pemutih Pakaian 1L,3,31000,93000
INV-00003656,13-02-2025,SCC15L,Sabun Cuci Cair 1.5L,1,35000,35000
INV-00003656,13-02-2025,CPDSNT,Celana Pendek Santai,1,67000,67000
INV-00003656,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00003656,13-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00003656,13-02-2025,LED15W,Lampu LED Rumah 15W,1,63000,63000
INV-00003656,13-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00003656,13-02-2025,TISWJH,Tisu Wajah Pack Ganda,5,32500,162500
INV-00003656,13-02-2025,HNDKMD,Handuk Mandi Sedang,3,42000,126000
INV-00003656,13-02-2025,KBLCHG,Kabel Data Fast Charge,4,59000,236000
INV-00003657,13-02-2025,PYGLPT,Payung Lipat Standar,6,40000,240000
INV-00003657,13-02-2025,CPL2L,Cairan Pembersih Lantai 2L,1,27500,27500
INV-00003657,13-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00003657,13-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00003657,13-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00003657,13-02-2025,TEKOLT,Teko Listrik,1,89000,89000
